"Teil,""Anzahl"""
"380205.60,""29625.0"""
"380205.67,""12420.0"""
"380208.60,""25385.0"""
"380208.67,""19497.0"""
"3803.67,""16459.0"""
"3804.67,""991.0"""
"3805.60,""42041.0"""
"3805.61,""5383.0"""
"3805.65,""7630.0"""
"3805.67,""14938.0"""
"38061.27,""160410.0"""
"3807.60,""12355.0"""
"38071.27,""461110.0"""
"3807z05.60,""30.0"""
"3808.60,""7609.0"""
"3808.65,""1910.0"""
"3810.60,""34940.0"""
"3810d.60,""10.0"""
"3810d.68,""2487.0"""
"3810h.60,""2878.0"""
"3810h.67,""470.0"""
"3811d.60,""105049.0"""
"3811d.68,""57370.0"""
"381208.67,""585.0"""
"381208.95,""26125.0"""
"381405.60,""56750.0"""
"381405.61,""5500.0"""
"381405.65,""6000.0"""
"381405.67,""21872.0"""
"381408.60,""36570.0"""
"381408.67,""9800.0"""
"3814d.67,""595.0"""
"3815.60,""34600.0"""
"3815.67,""39308.0"""
"3815.80,""85663.0"""
"3816.60,""48500.0"""
"3816.61,""6980.0"""
"3816.67,""6799.0"""
"3816d08.67,""5316.0"""
"3816t4505.67,""24090.0"""
"3816t9008.60,""1149.0"""
"3817.90,""445.0"""
"3817.95,""410.0"""
"381745.60,""100759.0"""
"381745.67,""18489.0"""
"381790.60,""109345.0"""
"381790.65,""141600.0"""
"381790.67,""30000.0"""
"3819.61,""412.0"""
"3819.67,""435.0"""
"3821.60,""29600.0"""
"3821.67,""4636.0"""
"3821r4505.60,""60920.0"""
"3821r4508.68,""10427.0"""
"3821r90.67,""4267.0"""
"3822.60,""4880.0"""
"3822.67,""420.0"""
"3823.60,""142740.0"""
"3823.65,""6350.0"""
"3823.67,""46578.0"""
"3824.60,""12400.0"""
"3824.67,""416.0"""
"382505.20,""71480.0"""
"382505.21,""2500.0"""
"382505.28,""19080.0"""
"382505.60,""107300.0"""
"382505.61,""10000.0"""
"382505.62,""6960.0"""
"382505.68,""34806.0"""
"382508.20,""204910.0"""
"382508.21,""14558.0"""
"382508.28,""84500.0"""
"382508.60,""1121595.0"""
"382508.61,""12877.0"""
"382508.62,""1500.0"""
"382508.64,""86837.0"""
"382508.65,""7450.0"""
"382508.68,""222239.0"""
"3825b.68,""4560.0"""
"3825c08.20,""32000.0"""
"3825c08.28,""3990.0"""
"3825c08.60,""281850.0"""
"3825c08.68,""216026.0"""
"3825k.60,""105300.0"""
"3825k.68,""1930.0"""
"3825l05.60,""65200.0"""
"3825l05.68,""38164.0"""
"3825l08.60,""16115.0"""
"3825m.60,""101500.0"""
"3825m.68,""42805.0"""
"3825s08.68,""2064.0"""
"3825v08.70,""10788.0"""
"3825z.62,""700.0"""
"3825z.68,""71135.0"""
"382605.60,""196300.0"""
"382605.61,""59562.0"""
"382605.68,""9421.0"""
"382608.60,""3100.0"""
"382608.68,""10710.0"""
"3826a.28,""650.0"""
"3826a.60,""4750.0"""
"3826a.61,""49820.0"""
"3826b.28,""37910.0"""
"3826f05.60,""225.0"""
"3826f05.68,""71704.0"""
"3826f08.60,""109575.0"""
"3826f08.68,""50873.0"""
"3826p08.60,""26150.0"""
"3826q08.68,""140.0"""
"382705.60,""86000.0"""
"382705.61,""1947.0"""
"382708.60,""74500.0"""
"382708.61,""985.0"""
"382708.68,""6987.0"""
"3827a05.60,""3600.0"""
"3827b08.20,""19104.0"""
"3827b08.60,""503590.0"""
"3827b08.62,""18898.0"""
"3827b08.64,""43594.0"""
"3827b08.68,""237549.0"""
"3827d.68,""3296.0"""
"3827e.28,""160.0"""
"3827f08.60,""609550.0"""
"3827f08.61a,""612.0"""
"3827f08.68,""18096.0"""
"3827g08.20,""1880.0"""
"3827h.20,""102100.0"""
"3827h.28,""2525.0"""
"3827h.60,""4225.0"""
"3827k08.68,""14694.0"""
"3827p08.28,""21990.0"""
"3827p08.60,""49700.0"""
"3827p08.68,""290.0"""
"3828a.65,""11500.0"""
"3828g.67,""1000.0"""
"3828k.65,""3424.0"""
"3828k.90,""138490.0"""
"3828k.95,""26495.0"""
"3828p05.60,""144095.0"""
"3828s.65,""480.0"""
"3828v.60,""1475.0"""
"3828w.60,""104.0"""
"3828z.67,""595.0"""
"3829.60,""49470.0"""
"3829a.67,""7900.0"""
"3829b.67,""20250.0"""
"3829e.60,""5000.0"""
"3829e.67,""1550.0"""
"3829j.60,""1136.0"""
"3829k05.60,""5394.0"""
"3829k08.60,""3930.0"""
"3829m.68,""2356.0"""
"3831.6202,""965.0"""
"3831.95,""11719.0"""
"38310.67,""16000.0"""
"3831h08.60,""31066.0"""
"3831n.60,""76615.0"""
"3831n.67,""123634.0"""
"3831n.95,""16820.0"""
"3831v.60,""120657.0"""
"3831v.67,""68281.0"""
"3832.60,""29300.0"""
"3832.67,""25509.0"""
"3832d.61,""224.0"""
"3832d.67,""2274.0"""
"3832p.67,""12705.0"""
"3832w.62,""3480.0"""
"3833.60,""114830.0"""
"3833.61,""16165.0"""
"3833.67,""84316.0"""
"3833.95,""64711.0"""
"38330.60,""7000.0"""
"38330.67,""49000.0"""
"3833a.67,""3586.0"""
"3833w.60,""17554.0"""
"3833w.67,""17199.0"""
"3835.67,""35052.0"""
"3835.95,""9000.0"""
"3835a.67,""26225.0"""
"3835t.60,""5270.0"""
"3835t.67,""1343.0"""
"3835x.48,""2450.0"""
"3836a.60,""105300.0"""
"3836a.65,""946.0"""
"3836a.67,""855.0"""
"3836a.95,""16286.0"""
"3836b.60,""23010.0"""
"3836b.65,""460.0"""
"3836b.67,""7363.0"""
"3836c.60,""31945.0"""
"3836c.65,""2995.0"""
"3836c.67,""5945.0"""
"3836d.67,""15900.0"""
"3836e.67,""1806.0"""
"3836z08.60,""16003.0"""
"38371a.60,""25450.0"""
"38371a.67,""14489.0"""
"38373c.60,""87448.0"""
"38373c.61,""998.0"""
"38373c.67,""14969.0"""
"3838.60,""64989.0"""
"3838.61,""8180.0"""
"3838.65,""1995.0"""
"3838.67,""36823.0"""
"3838an.60,""10870.0"""
"3838an.67,""1010.0"""
"3838bn.60,""3283.0"""
"3838bn.67,""19247.0"""
"3838d.60,""27600.0"""
"3838e.67,""2980.0"""
"3839c.60,""36400.0"""
"3839c.67,""9156.0"""
"3839f.67,""5965.0"""
"3839g.67,""155.0"""
"3839k.68,""5300.0"""
"3839n.65,""62970.0"""
"3839n45.65,""4445.0"""
"3839t.60,""7390.0"""
"3839u.60,""31990.0"""
"3839u.61,""1973.0"""
"3839u.67,""6000.0"""
"3839w.60,""460.0"""
"3839w.68,""14832.0"""
"3840.80,""5346.0"""
"3840.90,""14080.0"""
"3840.95,""389.0"""
"38401sbk.80,""1339.0"""
"38402sb.95,""4685.0"""
"38402sbs.80,""14170.0"""
"3840a2sba.80,""490.0"""
"3840a2sba.90,""13840.0"""
"3840a2sba.95,""4346.0"""
"3840d2sb.90,""3819.0"""
"3841.80,""54873.0"""
"3841.90,""1000.0"""
"3841.95,""750.0"""
"38411sbi.90,""47680.0"""
"38412sba.80,""84282.0"""
"38412sba.90,""45237.0"""
"38412sba.95,""22745.0"""
"3842.80,""35112.0"""
"38421sbae.80,""90065.0"""
"38421sbae.90,""4967.0"""
"38421sbae.95,""3995.0"""
"38421sbae.99,""1945.0"""
"38422sba.67,""4160.0"""
"38422sba.90,""5750.0"""
"38422sba.95,""24175.0"""
"38422sbi.95,""3959.0"""
"3845.60,""7170.0"""
"3845a9008.67,""146867.0"""
"3846.60,""39220.0"""
"3846.65,""3978.0"""
"3846.67,""46746.0"""
"3846a.60,""4036.0"""
"3846a.67,""1915.0"""
"3846c.68,""1155.0"""
"3846k.67,""3965.0"""
"3846m.60,""22440.0"""
"3846m.61,""7190.0"""
"3846p.80,""24000.0"""
"3846t.70,""3500.0"""
"3846v.60,""23840.0"""
"3846v.67,""15280.0"""
"3846w.60,""470.0"""
"3846w.65,""1400.0"""
"3847.60,""88050.0"""
"3847.65,""1495.0"""
"3847.67,""147255.0"""
"3847e.68,""6968.0"""
"3848.60,""1275.0"""
"3848.67,""6935.0"""
"3848t08.60,""14840.0"""
"3851.60,""12863.0"""
"3851.68,""180.0"""
"3853.60,""6100.0"""
"3853.65,""2930.0"""
"3854.60,""24000.0"""
"3854.65,""36000.0"""
"3854.67,""58241.0"""
"38541.60,""490.0"""
"38541.65,""10500.0"""
"38541.67,""16828.0"""
"38543.60,""92500.0"""
"3854r.67,""29500.0"""
"3854t.67,""5680.0"""
"3855.60,""58570.0"""
"3855.67,""3192.0"""
"3856.60,""371465.0"""
"3856.65,""12630.0"""
"3856.67,""152516.0"""
"3856.80,""29560.0"""
"3856.95,""19589.0"""
"3856e.95,""5824.0"""
"3856p.67,""32671.0"""
"3858.60,""17930.0"""
"3858.67,""32275.0"""
"3859.67,""26670.0"""
"3860.60,""47800.0"""
"3860.67,""21057.0"""
"3861.60,""1200.0"""
"3861.61,""445.0"""
"3861.65,""58808.0"""
"3861.67,""26938.0"""
"386283.60,""115.0"""
"3863.60,""19300.0"""
"3863.67,""916.0"""
"3863.80,""7844.0"""
"3863a3207.60,""24.0"""
"3863a4307.60,""850.0"""
"3863a5308.60,""997.0"""
"3863asb02.90,""87.0"""
"3863asb04.90,""3760.0"""
"3863b4303.60,""4167.0"""
"3863b4308.60,""772.0"""
"3863b5303.60,""4765.0"""
"3863b5307.60,""766.0"""
"3863bsb02.95,""1056.0"""
"3863bsb03.90,""3265.0"""
"3863bsb08.90,""768.0"""
"3863c3204.60,""4750.0"""
"3863csb02.90,""772.0"""
"3863d04.68,""2375.0"""
"3863d06.60,""190.0"""
"3863d10.60,""1260.0"""
"3863e04.60,""2200.0"""
"3863e06.60,""4.0"""
"3863e08.60,""390.0"""
"3863e12.60,""264.0"""
"3864a.60,""28970.0"""
"3864a.65,""2398.0"""
"3864a.67,""18000.0"""
"3864b.20,""91499.0"""
"3864b.60,""34850.0"""
"3864b.65,""10406.0"""
"3864b.67,""24055.0"""
"3864c.60,""29095.0"""
"3864c.67,""12205.0"""
"3864e.25,""2270.0"""
"3865f.70,""244423.0"""
"3865g.68,""11680.0"""
"3865k.60,""7000.0"""
"3865l.60,""116800.0"""
"3865l.61,""10500.0"""
"3865l.68,""69509.0"""
"3865m.68,""20012.0"""
"3865pn.60,""880.0"""
"3865pn.68,""24500.0"""
"3865s.78,""16920.0"""
"3865t.78,""2482.0"""
"3865u.68,""11850.0"""
"3865v02.60,""30500.0"""
"3865v02.68,""172.0"""
"3865v04.60,""10480.0"""
"3865v04.68,""3429.0"""
"3865v06.60,""42820.0"""
"3865v060.68,""20000.0"""
"3865w.28,""93000.0"""
"3865y.60,""103900.0"""
"3865y.68,""19862.0"""
"3865z.68,""218667.0"""
"3866002,""2128.0"""
"3866003,""50.0"""
"3866004,""3.0"""
"3866005,""908.0"""
"3866008,""1170.0"""
"3866010,""180.0"""
"3866012,""75.0"""
"3866032,""1270.0"""
"38660cez.27,""84400.0"""
"3866502,""775.0"""
"3866516,""234.0"""
"3866a.20,""428940.0"""
"3866a.21,""4050.0"""
"3866a.28,""618357.0"""
"3866a.60,""1027945.0"""
"3866a.61,""8730.0"""
"3866a.62,""33415.0"""
"3866a.65,""1045.0"""
"3866a.68,""719974.0"""
"3866a.95,""3870.0"""
"3866ab.68,""1070.0"""
"3866ad.68,""6932.0"""
"3866aez.27,""1904.0"""
"3866aezm1.27,""940.0"""
"3866b.28,""9780.0"""
"3866b.60,""384940.0"""
"3866b.61,""136790.0"""
"3866b.64,""48745.0"""
"3866b.68,""594846.0"""
"3866b90.68,""2826.0"""
"3866c.28,""3330.0"""
"3866c.60,""303400.0"""
"3866c.68,""345.0"""
"3866cez.27,""570.0"""
"3866cezm1.27,""1007.0"""
"3866e.60,""28000.0"""
"3866e.68,""7850.0"""
"3866f.60,""104340.0"""
"3866f.64,""3854.0"""
"3866f.68,""141720.0"""
"3866g.60,""201250.0"""
"3866g.62,""540.0"""
"3866g.64,""49309.0"""
"3866g.68,""52717.0"""
"3866k.68,""1760.0"""
"3866l.60,""101650.0"""
"3866l.68,""34880.0"""
"3866m.60,""138720.0"""
"3866m.68,""53613.0"""
"3866p.60,""62020.0"""
"3866p.68,""20880.0"""
"3866q.60,""14300.0"""
"3866q.68,""1075.0"""
"3866r.68,""2225.0"""
"3866t.60,""129970.0"""
"3866t.68,""1730.0"""
"3866v.60,""107500.0"""
"3866v.68,""1102.0"""
"3866y.60,""21090.0"""
"3866z.60,""505235.0"""
"3866z.61,""2984.0"""
"3866z.64,""49630.0"""
"3866z.68,""145149.0"""
"3867002,""103.0"""
"3867032,""118.0"""
"386712,""149.0"""
"386714,""530.0"""
"386718,""610.0"""
"38672,""575.0"""
"386723,""329.0"""
"3867a.60,""10.0"""
"3867a.68,""48560.0"""
"3867ab.68,""24000.0"""
"3867b.20,""102000.0"""
"3867b.28,""199283.0"""
"3867b.60,""301680.0"""
"3867b.61,""20528.0"""
"3867b.64,""17870.0"""
"3867b.68,""205283.0"""
"3867c.68,""52308.0"""
"3867d.60,""54370.0"""
"3867d.68,""111920.0"""
"3867e.60,""5.0"""
"3867e.61,""5892.0"""
"3867e.68,""38410.0"""
"3867f.60,""109370.0"""
"3867f.68,""62297.0"""
"3867fd.68,""1654.0"""
"3867fh.68,""922.0"""
"3867fk.68,""3425.0"""
"3867fn.68,""99090.0"""
"3867hn.68,""4971.0"""
"3867k.60,""59400.0"""
"3867k.68,""40072.0"""
"3867l.60,""46250.0"""
"3867l.68,""28032.0"""
"3867m.68,""3998.0"""
"3867n.68,""2820.0"""
"3867p.61,""98.0"""
"3867qn.60,""16230.0"""
"3867qn.68,""33998.0"""
"3867r.60,""46927.0"""
"3867r.68,""21163.0"""
"3867sn.68,""32286.0"""
"3867t.60,""15784.0"""
"3867t05.60,""20.0"""
"3867t05.68,""5.0"""
"3867u.68,""8135.0"""
"3867v.68,""40993.0"""
"3867x.68,""26.0"""
"3867y.20,""99020.0"""
"3867y.22,""18230.0"""
"3867y.28,""12533.0"""
"3868a.68,""37120.0"""
"3868q.28,""4060.0"""
"3868x.60,""32000.0"""
"3868y.68,""9780.0"""
"3868z.70,""70582.0"""
"3869.60,""106293.0"""
"3869.67,""61000.0"""
"38692.67,""3200.0"""
"386945.67,""390.0"""
"38695.60,""45300.0"""
"38695.65,""2500.0"""
"3869a.60,""18838.0"""
"3869a.67,""1376.0"""
"3869ae90.67,""2783.0"""
"3869ak90.68,""528.0"""
"3869b.68,""2548.0"""
"3869c.60,""15320.0"""
"3869e.67,""3870.0"""
"3869f.60,""26060.0"""
"3869f.65,""2570.0"""
"3869f.67,""1953.0"""
"3869g.60,""78650.0"""
"3869g.61,""70.0"""
"3869g.65,""10495.0"""
"3869g.67,""39699.0"""
"3869h.95,""6156.0"""
"3869k.60,""9500.0"""
"3869k.67,""22300.0"""
"3869m50.20,""7317.0"""
"3869m50.27,""4456.0"""
"3869m90.60,""30836.0"""
"3869m90.67,""13890.0"""
"3869n45.60,""54560.0"""
"3869n45.61,""1000.0"""
"3869n45.67,""18110.0"""
"3869p.60,""21000.0"""
"3869p.67,""1460.0"""
"3869p90.61,""10500.0"""
"3869p90.67,""1000.0"""
"3869q45.60,""22890.0"""
"3869q45.67,""22087.0"""
"3869r.67,""130.0"""
"3869r.95,""250.0"""
"3869s.67,""11550.0"""
"3869t.60,""5900.0"""
"3869t.68,""4528.0"""
"3869v.67,""1853.0"""
"3869wx.98,""21320.0"""
"3869x.60,""10450.0"""
"3869x.61,""66.0"""
"3869x.67,""29985.0"""
"3869x.90,""5300.0"""
"3869y.65,""494.0"""
"3869z.60,""350.0"""
"387012.67pvc,""435.0"""
"3870a.80,""3198.0"""
"3870b.60,""5970.0"""
"3870b.80,""59495.0"""
"3870c.80,""4599.0"""
"3870c.95,""49821.0"""
"3870d.80,""10432.0"""
"3870e.60,""8500.0"""
"3870e45.68,""6635.0"""
"3870f.60,""393.0"""
"3870f45.60,""6490.0"""
"3870f45.68,""726.0"""
"3870g20.80,""11033.0"""
"3870h.60,""2235.0"""
"3870h45.60,""22050.0"""
"3870h45.68,""7410.0"""
"3870h45.80,""1250.0"""
"3870m.60,""8750.0"""
"3870m90.60,""4245.0"""
"3870n.68,""3280.0"""
"3870n45.67,""2797.0"""
"3870p.60,""190.0"""
"3870p90.60,""6909.0"""
"3870q.60,""8230.0"""
"3870q90.60,""9000.0"""
"3870r45.67,""5000.0"""
"3870t45.67,""298.0"""
"38711c.20,""2469.0"""
"38711c.21,""179.0"""
"38712c.68,""290.0"""
"3871a.60,""20730.0"""
"3871a.67,""6340.0"""
"3871b.60,""56194.0"""
"3871b.65,""230.0"""
"3871b.67,""1004.0"""
"3871c.60,""127.0"""
"3871c.67,""19241.0"""
"3871d.68,""5559.0"""
"3871h.95,""66567.0"""
"3871l.80,""10820.0"""
"3871r02.80,""36565.0"""
"3871r04.80,""3592.0"""
"3871r06.80,""6656.0"""
"3871r08.80,""2413.0"""
"3871r10.80,""12633.0"""
"3871r12.80,""5250.0"""
"3871r14.80,""4750.0"""
"387202,""2000.0"""
"387203,""287.0"""
"387204,""20450.0"""
"387224,""1405.0"""
"38733.67,""1114.0"""
"3873a.67,""350.0"""
"3873b.67,""2878.0"""
"3873b.80,""661.0"""
"3873c.68,""775.0"""
"3873c.90,""37000.0"""
"3873c.99,""4750.0"""
"38750a.60,""130210.0"""
"38750a.65,""110.0"""
"38750a.68,""38271.0"""
"38750b.60,""52410.0"""
"38750b.65,""14720.0"""
"38750b.67,""12177.0"""
"3875a.60,""4965.0"""
"3875a.65,""232.0"""
"3875a.67,""5603.0"""
"3875f.40,""13168.0"""
"38760c.60,""8279.0"""
"38760c.67,""3085.0"""
"3876c.60,""259410.0"""
"3876c.65,""13550.0"""
"3876c.67,""50.0"""
"3876e.67,""478.0"""
"3876r02.60,""83500.0"""
"3876r02.68,""36127.0"""
"3876r04.60,""46210.0"""
"3876r04.65,""11860.0"""
"3876r04.68,""23189.0"""
"3876r06.60,""44523.0"""
"3876r06.65,""4739.0"""
"3876r06.68,""7510.0"""
"3876r08.68,""351.0"""
"3876r10.60,""879.0"""
"3876r10.68,""1000.0"""
"3876r12.60,""20480.0"""
"3876r12.68,""5173.0"""
"3876r16.68,""574.0"""
"3876r18.60,""450.0"""
"387711.60,""1970.0"""
"387811.60,""970.0"""
"387811.67,""1200.0"""
"3878a.60,""1956.0"""
"3878a.67,""6603.0"""
"387921.67,""7394.0"""
"387941.60,""4967.0"""
"3879a.60,""105000.0"""
"3879a.65,""994.0"""
"3879a.68,""47972.0"""
"3879c.60,""84010.0"""
"3879c.65,""3500.0"""
"3879d.40,""60700.0"""
"3879f.60,""48400.0"""
"3879f.65,""4450.0"""
"388021.60,""1577.0"""
"388041.60,""3956.0"""
"388041.67,""2434.0"""
"3885.27,""2740.0"""
"3887.60,""49985.0"""
"3887.61,""382.0"""
"3887.67,""19865.0"""
"3887a.60,""6950.0"""
"3887a.62,""1420.0"""
"3887b.62,""1654.0"""
"3888.20,""56955.0"""
"3891.20,""18848.0"""
"3891.28,""4385.0"""
"3891a.62,""385.0"""
"38920.20,""5000.0"""
"3897a.60,""3450.0"""
"3897b.60,""9000.0"""
"389805,""14000.0"""
"389808,""56288.0"""
"389905,""80000.0"""
"389905s,""5000.0"""
"389908,""10145.0"""
"389908s,""4819.0"""
"39,""3.0"""
"390005,""6010.0"""
"390005s,""12328.0"""
"390008,""3900.0"""
"390008s,""57800.0"""
"390008sb,""5.0"""
"3900208,""3000.0"""
"3900208a,""10000.0"""
"3901,""328540.0"""
"39012,""1300.0"""
"3901s,""12290.0"""
"3902,""54780.0"""
"39022,""6000.0"""
"39022a,""15000.0"""
"3902s,""26616.0"""
"3903,""21645.0"""
"39032,""21000.0"""
"39032a,""12500.0"""
"3903h,""2390.0"""
"3903s,""120974.0"""
"3904,""5185.0"""
"3904s,""8100.0"""
"3905,""7113.0"""
"3905s,""20733.0"""
"3906,""42650.0"""
"39062a,""5000.0"""
"3906h,""1500.0"""
"3906s,""61260.0"""
"3907,""43989.0"""
"39072,""8900.0"""
"3907s,""24980.0"""
"3908,""2808.0"""
"3909,""20592.0"""
"3910,""22080.0"""
"39102a,""12500.0"""
"3910h,""500.0"""
"3910s,""56746.0"""
"3911,""5430.0"""
"3911h,""1000.0"""
"3911s,""36750.0"""
"3912,""4595.0"""
"3912h,""655.0"""
"3912s,""7531.0"""
"391305,""19800.0"""
"391308,""7350.0"""
"391308s,""10825.0"""
"3914,""2233.0"""
"3914s,""5500.0"""
"3915,""57132.0"""
"3915s,""21740.0"""
"3916,""2725.0"""
"3916s,""10000.0"""
"3917,""1555.0"""
"3917s,""7330.0"""
"3919,""4765.0"""
"3919s,""34500.0"""
"3920,""14090.0"""
"3920s,""14359.0"""
"3921,""29385.0"""
"3921s,""970.0"""
"3922,""1540.0"""
"3922s,""4788.0"""
"3923008s,""39000.0"""
"392305s,""60445.0"""
"392308s,""34485.0"""
"3924,""8691.0"""
"3924f,""3250.0"""
"3924n,""19100.0"""
"3924n.1,""8885.0"""
"3924p,""280.0"""
"3924r,""672.0"""
"3924r.1,""1000.0"""
"3925,""20375.0"""
"3925s,""197.0"""
"3926,""11401.0"""
"3926s,""12490.0"""
"3927,""290767.0"""
"3927a,""18280.0"""
"3927a.1,""8812.0"""
"3927b,""10499.0"""
"3927b.1,""31000.0"""
"3927f,""5015.0"""
"392805,""21467.0"""
"392805s,""1765.0"""
"392808,""3292.0"""
"392808s,""12110.0"""
"3929,""1000.0"""
"3929f,""4570.0"""
"3930pa,""21545.0"""
"3930pe,""10548.0"""
"3930pv,""14391.0"""
"39311pa,""43168.0"""
"39314pa,""19954.0"""
"3931h1pa,""25796.0"""
"3931z1pa,""24725.0"""
"393205s,""18681.0"""
"393208s,""36593.0"""
"3933,""7820.0"""
"3933s,""2369.0"""
"393405,""8335.0"""
"393405s,""3125.0"""
"3935pe,""100080.0"""
"3935wpv,""95188.0"""
"39361pa,""17749.0"""
"3936h1pa,""33270.0"""
"3936pa,""188957.0"""
"3936z1pa,""26213.0"""
"3937s,""77661.0"""
"3938h1pa,""11125.0"""
"3938h2pa,""5207.0"""
"3938h4pa,""2070.0"""
"3938pp,""5353.0"""
"3938z1pa,""2750.0"""
"3938z2pa,""2000.0"""
"3938z4pa,""545.0"""
"39390s,""67990.0"""
"3939s,""213945.0"""
"3940pe,""2140.0"""
"3940pv,""22596.0"""
"39412pa,""10106.0"""
"3941pa,""54647.0"""
"3941pa3,""1748.0"""
"3941pe4,""18235.0"""
"3943pv,""43029.0"""
"3944,""50576.0"""
"3944s,""73746.0"""
"3945,""28046.0"""
"3945s,""68350.0"""
"3946pe,""1100.0"""
"3947,""3750.0"""
"3947s,""753.0"""
"3948pv,""19858.0"""
"3948un,""1.0"""
"3950g,""15.0"""
"3950k,""37.0"""
"3950k.1,""9.0"""
"3950w.1,""25.0"""
"3950wn.1,""8.0"""
"3951an,""3.0"""
"3954n,""2.0"""
"3955,""6.0"""
"3956n,""3.0"""
"3957n,""9.0"""
"3958n,""1.0"""
"3959,""12070.0"""
"3959s,""1505.0"""
"3959sh,""2290.0"""
"396005,""80475.0"""
"396008,""183047.0"""
"396008s,""25200.0"""
"3960205,""37730.0"""
"3960205a,""10000.0"""
"3960208a,""18000.0"""
"396105,""31474.0"""
"396105s,""4239.0"""
"396108,""41595.0"""
"396108s,""5710.0"""
"39612a,""10000.0"""
"396205,""1675.0"""
"396205s,""2418.0"""
"396208,""21700.0"""
"396208s,""20035.0"""
"39622a,""12500.0"""
"3963,""260247.0"""
"39632a,""17950.0"""
"3963h,""3578.0"""
"3963s,""140195.0"""
"3963sh,""3295.0"""
"396405,""79783.0"""
"396408,""87293.0"""
"396505,""7600.0"""
"396508,""61607.0"""
"39652,""14900.0"""
"39652a,""12000.0"""
"3966,""432297.0"""
"39662a,""8000.0"""
"3966h,""940.0"""
"3966s,""44600.0"""
"3966sh,""4793.0"""
"3967,""41250.0"""
"3967s,""1433.0"""
"3967sh,""1069.0"""
"3970,""54495.0"""
"3970s,""2500.0"""
"3970sh,""500.0"""
"3972s,""4820.0"""
"3972sh,""900.0"""
"3973b.1,""5.0"""
"3974n,""12.0"""
"3975a.1,""21.0"""
"3975b,""26.0"""
"3975b.1,""4.0"""
"3975b.2,""12.0"""
"3975c,""24.0"""
"3975d,""12.0"""
"3975f,""1.0"""
"3980n,""15.0"""
"3980n.1,""5.0"""
"3980p,""9.0"""
"3982b.10,""2.0"""
"3982b.12,""18.0"""
"3982b.4,""3.0"""
"3982b.6,""1.0"""
"3982b.8,""1.0"""
"3982c.20,""2.0"""
"3982cn.12,""3.0"""
"3982cn.23,""1.0"""
"3982cn.24,""1.0"""
"3982cn.25,""1.0"""
"3982cn.26,""1.0"""
"3982cn.28,""1.0"""
"3982cn.29,""1.0"""
"3982cn.31,""1.0"""
"3982d.30,""1.0"""
"3982k.1,""2.0"""
"3982k.2,""1.0"""
"3982k.5,""4.0"""
"3982m.10,""1.0"""
"3982m.11,""1.0"""
"3982m.13,""1.0"""
"3982m.15,""1.0"""
"3982m.16,""1.0"""
"3982m.17,""1.0"""
"3982m.18,""1.0"""
"3982m.19,""1.0"""
"3982m.20,""1.0"""
"3983an.1,""1.0"""
"3983c.5,""2.0"""
"3983n,""25.0"""
"3983p,""8.0"""
"3983p.1,""9.0"""
"3983p.3,""1.0"""
"3983p.4,""4.0"""
"3983s,""4.0"""
"39841.001,""1.0"""
"39841.007,""9.0"""
"39841.008,""12.0"""
"39841.015,""1.0"""
"39841.018,""3.0"""
"3984a.3,""7.0"""
"3984ax.3,""12.0"""
"3984b.2,""9.0"""
"3984c.2,""8.0"""
"3984cwx.2,""2.0"""
"3984cx,""7.0"""
"3984cx.4,""5.0"""
"3984cx.5,""2.0"""
"3984e.1,""3.0"""
"3984ex_Occ,""1.0"""
"3984f,""3.0"""
"3984fx_Occ,""1.0"""
"3984g,""2.0"""
"3984gx_Occ,""1.0"""
"3984k_Occ,""1.0"""
"3984k.1,""2.0"""
"3984l.2,""1.0"""
"3984n,""1.0"""
"3984nx.3,""8.0"""
"3984ox,""2.0"""
"3984tz.3,""3.0"""
"3984x.8,""3.0"""
"3986c,""11.0"""
"3986f,""2.0"""
"3986g,""6.0"""
"3986h,""5.0"""
"3986k,""7.0"""
"3986n,""11.0"""
"3986s,""48.0"""
"3986z,""2.0"""
"3987.1,""31.0"""
"3988n,""21.0"""
"3988n.1,""5.0"""
"3990,""4.0"""
"3990.1,""20.0"""
"3991,""23.0"""
"3991.1,""3.0"""
"3992,""34.0"""
"3993,""41.0"""
"3994.1,""53.0"""
"3994n,""14.0"""
"399848c,""6.0"""
"399863a,""3.0"""
"399912.12box,""34.0"""
"399912.16,""360.0"""
"399912.16box,""73.0"""
"399912.24box,""175.0"""
"399912.32box,""29.0"""
"399912.48box,""39.0"""
"399912.64box,""8.0"""
"399922.12box,""40.0"""
"399922.16box,""56.0"""
"399922.24box,""44.0"""
"399922.32box,""43.0"""
"399922.48box,""46.0"""
"399922.64box,""45.0"""
"399932.64,""150.0"""
"399942.12box,""49.0"""
"399942.16box,""48.0"""
"399942.24box,""48.0"""
"399942.32box,""46.0"""
"399942.48box,""45.0"""
"399942.64box,""44.0"""
"4,""26.0"""
"40,""9.0"""
"400.22,""452.0"""
"40001.0143,""18.0"""
"40001.0470,""3.0"""
"4000m.1,""1.0"""
"4000m.11,""1.0"""
"4000m.2.1,""3.0"""
"4000p.12.1,""1.0"""
"401.20,""20.0"""
"401.24,""519335.0"""
"4010,""58.0"""
"4010.24,""33600.0"""
"4015,""65.0"""
"4020,""363.0"""
"4025,""161.0"""
"4030,""54.0"""
"4035,""238.0"""
"4040,""227.0"""
"4041,""1.0"""
"4045,""89.0"""
"4050,""64.0"""
"408.60,""5.0"""
"408.68,""49510.0"""
